Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin,Pred
9285,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9286,CULEX PIPIENS,T115,41.673408,-87.599862,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9287,CULEX RESTUANS,T138,41.726465,-87.585413,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9288,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9289,CULEX RESTUANS,T209,41.740641,-87.546587,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9290,CULEX PIPIENS,T209,41.740641,-87.546587,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9291,CULEX RESTUANS,T212,41.680946,-87.535198,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9292,CULEX PIPIENS,T212,41.680946,-87.535198,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9293,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9294,CULEX RESTUANS,T128,41.704572,-87.565666,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9295,CULEX PIPIENS,T128,41.704572,-87.565666,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9296,CULEX RESTUANS,T099,41.733643,-87.55551,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9297,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9298,CULEX RESTUANS,T102,41.750498,-87.605294,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9299,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9300,CULEX RESTUANS,T027,41.984809,-87.728492,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9301,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9302,CULEX RESTUANS,T221,41.659112,-87.538693,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,1.0
9303,CULEX PIPIENS,T221,41.659112,-87.538693,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9304,CULEX SALINARIUS,T221,41.659112,-87.538693,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9305,CULEX PIPIENS/RESTUANS,T009,41.992478,-87.862995,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9306,CULEX RESTUANS,T009,41.992478,-87.862995,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9307,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9308,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9309,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9310,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9311,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9312,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9313,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9314,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9315,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9316,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9317,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9318,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9319,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9320,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9321,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9322,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9323,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9324,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9325,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9326,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9327,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9328,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9329,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9330,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9331,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9332,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9333,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9334,CULEX RESTUANS,T222,41.925198,-87.746381,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9335,CULEX RESTUANS,T223,41.973845,-87.805059,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9336,CULEX PIPIENS,T223,41.973845,-87.805059,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9337,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,1.0
9338,CULEX RESTUANS,T225,41.743402,-87.731435,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9339,CULEX PIPIENS,T225,41.743402,-87.731435,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9340,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9341,CULEX RESTUANS,T227,41.728495,-87.600963,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9342,CULEX PIPIENS,T227,41.728495,-87.600963,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9343,CULEX PIPIENS/RESTUANS,T224,41.947227,-87.671457,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9344,CULEX RESTUANS,T224,41.947227,-87.671457,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9345,CULEX PIPIENS,T224,41.947227,-87.671457,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,1.0
9346,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9347,CULEX RESTUANS,T226,41.793818,-87.654234,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9348,CULEX PIPIENS,T226,41.793818,-87.654234,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9349,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9350,CULEX RESTUANS,T230,41.904194,-87.756155,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9351,CULEX PIPIENS/RESTUANS,T228,41.951866,-87.725057,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9352,CULEX RESTUANS,T228,41.951866,-87.725057,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9353,CULEX PIPIENS,T228,41.951866,-87.725057,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9354,CULEX TERRITANS,T228,41.951866,-87.725057,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9355,CULEX PIPIENS/RESTUANS,T035,41.763733,-87.742302,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9356,CULEX RESTUANS,T035,41.763733,-87.742302,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9357,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9358,CULEX RESTUANS,T231,41.98728,-87.666066,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9359,CULEX PIPIENS,T231,41.98728,-87.666066,1,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9360,CULEX PIPIENS/RESTUANS,T232,41.912563,-87.668055,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9361,CULEX RESTUANS,T232,41.912563,-87.668055,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9362,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9363,CULEX RESTUANS,T233,42.009876,-87.807277,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9364,CULEX PIPIENS,T233,42.009876,-87.807277,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9365,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9366,CULEX RESTUANS,T235,41.776428,-87.627096,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9367,CULEX PIPIENS,T235,41.776428,-87.627096,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9368,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9369,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9370,CULEX RESTUANS,T236,41.994679,-87.770899,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9371,CULEX PIPIENS,T236,41.994679,-87.770899,0,7.8,6.0,213,-2.0,0.0,0.0,30,7.6,29.95,29.23,71.0,81,61,0.0
9372,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9373,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9374,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9375,CULEX RESTUANS,T002,41.95469,-87.800991,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9376,CULEX PIPIENS,T002,41.95469,-87.800991,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9377,CULEX PIPIENS,T002,41.95469,-87.800991,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9378,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9379,CULEX RESTUANS,T046,41.891118,-87.654491,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9380,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9381,CULEX RESTUANS,T048,41.867108,-87.654224,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9382,CULEX PIPIENS,T048,41.867108,-87.654224,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9383,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9384,CULEX RESTUANS,T049,41.896282,-87.655232,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9385,CULEX RESTUANS,T054,41.921965,-87.632085,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9386,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9387,CULEX RESTUANS,T094,41.720848,-87.666014,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9388,CULEX PIPIENS,T094,41.720848,-87.666014,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9389,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9390,CULEX RESTUANS,T159,41.732984,-87.649642,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9391,CULEX PIPIENS,T159,41.732984,-87.649642,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9392,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9393,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9394,CULEX PIPIENS,T028,41.986921,-87.689778,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9395,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9396,CULEX RESTUANS,T031,41.801498,-87.763416,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9397,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9398,CULEX RESTUANS,T033,41.906638,-87.701431,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9399,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9400,CULEX RESTUANS,T089,41.723195,-87.64997,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9401,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9402,CULEX RESTUANS,T090,41.868077,-87.666901,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9403,CULEX PIPIENS,T090,41.868077,-87.666901,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9404,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9405,CULEX RESTUANS,T135,41.662014,-87.724608,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9406,CULEX PIPIENS,T135,41.662014,-87.724608,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9407,CULEX RESTUANS,T145,41.878114,-87.629798,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9408,CULEX PIPIENS,T147,41.932094,-87.700117,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9409,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9410,CULEX RESTUANS,T151,41.916265,-87.800515,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9411,CULEX PIPIENS,T151,41.916265,-87.800515,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9412,CULEX PIPIENS,T152,41.846075,-87.716277,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9413,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9414,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9415,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9416,CULEX RESTUANS,T158,41.682587,-87.707973,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9417,CULEX PIPIENS,T158,41.682587,-87.707973,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9418,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9419,CULEX PIPIENS,T220,41.963976,-87.69181,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9420,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9421,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9422,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9423,CULEX RESTUANS,T008,42.008314,-87.777921,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9424,CULEX PIPIENS,T008,42.008314,-87.777921,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9425,CULEX PIPIENS,T008,42.008314,-87.777921,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9426,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9427,CULEX PIPIENS,T012,41.991429,-87.747113,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9428,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9429,CULEX PIPIENS,T043,41.857402,-87.694991,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9430,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9431,CULEX RESTUANS,T047,41.868142,-87.696269,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9432,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9433,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9434,CULEX RESTUANS,T013,41.923738,-87.785288,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9435,CULEX PIPIENS,T013,41.923738,-87.785288,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9436,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9437,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9438,CULEX RESTUANS,T030,41.89923,-87.716788,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9439,CULEX PIPIENS,T030,41.89923,-87.716788,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9440,CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9441,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9442,CULEX RESTUANS,T095,41.704336,-87.703736,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9443,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9444,CULEX RESTUANS,T039,41.911824,-87.726737,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9445,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9446,CULEX RESTUANS,T061,41.801179,-87.679447,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9447,CULEX PIPIENS,T061,41.801179,-87.679447,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9448,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9449,CULEX RESTUANS,T062,41.800737,-87.71188,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9450,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9451,CULEX RESTUANS,T065,41.778297,-87.752411,0,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
9452,CULEX PIPIENS,T065,41.778297,-87.752411,1,9.3,7.0,220,-1.0,0.0,0.0,5,8.6,29.98,29.26,72.0,78,65,0.0
