Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin
7499,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7500,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7501,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7502,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7503,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7504,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7505,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7506,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7507,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7508,CULEX RESTUANS,T018,42.010412,-87.66214,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7509,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7510,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7511,CULEX PIPIENS,T160,41.903002,-87.688267,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7512,CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7513,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7514,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7515,CULEX TERRITANS,T039,41.911824,-87.726737,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7516,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7517,CULEX PIPIENS,T061,41.801179,-87.679447,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7518,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7519,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7520,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7521,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7522,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7523,CULEX RESTUANS,T073,41.773215,-87.60088,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7524,CULEX RESTUANS,T074,41.822536,-87.666343,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7525,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7526,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7527,CULEX PIPIENS,T081,41.821582,-87.627796,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7528,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7529,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7530,CULEX TERRITANS,T083,41.754292,-87.590773,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7531,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,1,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7532,CULEX RESTUANS,T114,41.798697,-87.736812,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7533,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7534,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7535,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7536,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7537,CULEX RESTUANS,T138,41.726465,-87.585413,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7538,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7539,CULEX PIPIENS,T209,41.740641,-87.546587,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7540,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7541,CULEX TERRITANS,T212,41.680946,-87.535198,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7542,CULEX RESTUANS,T128,41.704572,-87.565666,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7543,CULEX PIPIENS,T128,41.704572,-87.565666,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7544,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7545,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7546,CULEX RESTUANS,T027,41.984809,-87.728492,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7547,CULEX TERRITANS,T027,41.984809,-87.728492,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7548,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7549,CULEX TERRITANS,T221,41.659112,-87.538693,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7550,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7551,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7552,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7553,CULEX RESTUANS,T900,41.974689,-87.890615,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7554,CULEX RESTUANS,T900,41.974689,-87.890615,1,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7555,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7556,CULEX RESTUANS,T903,41.957799,-87.930995,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7557,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7558,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,1,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7559,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,1,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7560,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.600963,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7561,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7562,CULEX PIPIENS,T226,41.793818,-87.654234,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7563,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7564,CULEX PIPIENS/RESTUANS,T228,41.951866,-87.725057,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7565,CULEX TERRITANS,T228,41.951866,-87.725057,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7566,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7567,CULEX PIPIENS/RESTUANS,T232,41.912563,-87.668055,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7568,CULEX RESTUANS,T232,41.912563,-87.668055,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7569,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7570,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7571,CULEX RESTUANS,T235,41.776428,-87.627096,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7572,CULEX PIPIENS,T235,41.776428,-87.627096,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7573,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,0,3.3,6.0,238,1.0,0.0,0.0,26,1.9,29.98,29.26,71.0,83,59
7574,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7575,CULEX PIPIENS,T002,41.95469,-87.800991,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7576,CULEX PIPIENS,T046,41.891118,-87.654491,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7577,CULEX RESTUANS,T048,41.867108,-87.654224,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7578,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7579,CULEX PIPIENS,T049,41.896282,-87.655232,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7580,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7581,CULEX RESTUANS,T011,41.944869,-87.832763,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7582,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7583,CULEX RESTUANS,T031,41.801498,-87.763416,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7584,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7585,CULEX RESTUANS,T145,41.878114,-87.629798,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7586,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7587,CULEX RESTUANS,T147,41.932094,-87.700117,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7588,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7589,CULEX RESTUANS,T151,41.916265,-87.800515,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7590,CULEX PIPIENS,T151,41.916265,-87.800515,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7591,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7592,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,1,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7593,CULEX RESTUANS,T003,41.964242,-87.757639,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7594,CULEX PIPIENS,T003,41.964242,-87.757639,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7595,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7596,CULEX RESTUANS,T008,42.008314,-87.777921,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7597,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7598,CULEX PIPIENS,T012,41.991429,-87.747113,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7599,CULEX RESTUANS,T047,41.868142,-87.696269,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7600,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7601,CULEX RESTUANS,T013,41.923738,-87.785288,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7602,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7603,CULEX RESTUANS,T030,41.89923,-87.716788,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7604,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7605,CULEX RESTUANS,T039,41.911824,-87.726737,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7606,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7607,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7608,CULEX PIPIENS,T066,41.77166,-87.703047,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7609,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7610,CULEX PIPIENS,T073,41.773215,-87.60088,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7611,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7612,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7613,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7614,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7615,CULEX RESTUANS,T083,41.754292,-87.590773,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7616,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7617,CULEX RESTUANS,T155,41.776156,-87.778927,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7618,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,1,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7619,CULEX RESTUANS,T027,41.984809,-87.728492,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7620,CULEX TERRITANS,T027,41.984809,-87.728492,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7621,CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7622,CULEX RESTUANS,T222,41.925198,-87.746381,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7623,CULEX PIPIENS,T222,41.925198,-87.746381,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7624,CULEX PIPIENS/RESTUANS,T223,41.973845,-87.805059,1,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7625,CULEX RESTUANS,T223,41.973845,-87.805059,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7626,CULEX PIPIENS,T223,41.973845,-87.805059,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7627,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7628,CULEX RESTUANS,T225,41.743402,-87.731435,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7629,CULEX PIPIENS,T226,41.793818,-87.654234,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7630,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7631,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7632,CULEX PIPIENS,T233,42.009876,-87.807277,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7633,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7634,CULEX PIPIENS,T235,41.776428,-87.627096,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7635,CULEX PIPIENS/RESTUANS,T237,41.738903,-87.695443,0,5.9,17.0,244,14.0,0.0,0.0,21,5.2,29.91,29.2,82.0,93,71
7636,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7637,CULEX RESTUANS,T094,41.720848,-87.666014,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7638,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7639,CULEX RESTUANS,T159,41.732984,-87.649642,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7640,CULEX PIPIENS,T159,41.732984,-87.649642,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7641,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7642,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7643,CULEX RESTUANS,T135,41.662014,-87.724608,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7644,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,1,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7645,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7646,CULEX RESTUANS,T160,41.903002,-87.688267,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7647,CULEX RESTUANS,T160,41.903002,-87.688267,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7648,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7649,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7650,CULEX RESTUANS,T115,41.673408,-87.599862,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7651,CULEX PIPIENS,T115,41.673408,-87.599862,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7652,CULEX RESTUANS,T138,41.726465,-87.585413,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7653,CULEX PIPIENS,T138,41.726465,-87.585413,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7654,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7655,CULEX PIPIENS,T209,41.740641,-87.546587,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7656,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7657,CULEX RESTUANS,T128,41.704572,-87.565666,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7658,CULEX PIPIENS,T128,41.704572,-87.565666,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7659,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7660,CULEX PIPIENS,T102,41.750498,-87.605294,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7661,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7662,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7663,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7664,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7665,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7666,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7667,CULEX RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7668,CULEX RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7669,CULEX RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7670,CULEX RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7671,CULEX RESTUANS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7672,CULEX PIPIENS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7673,CULEX PIPIENS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7674,CULEX PIPIENS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7675,CULEX PIPIENS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
7676,CULEX PIPIENS,T900,41.974689,-87.890615,0,7.4,19.0,245,16.0,0.0,0.0,22,4.9,29.89,29.18,84.0,92,76
